name,mass_x,semi_major_axis_x,temp_eq_x,star_luminosity_x,star_radius_x,star_teff_x,star_mass_x,radius_x,mass_y,semi_major_axis_y,temp_eq_y,star_luminosity_y,star_radius_y,star_teff_y,star_mass_y,radius_y
TOI-1605 b,221.30391951187207,0.08258,1197.543354573045,2.2358533209826796,1.593,5597.0,0.989,10.340284724290933,,,,,,,,
TOI-1634 Ab,4.910448881887725,0.01545,926.8543797256331,0.028875463864933865,0.45,3550.0,0.502,1.7900742227309074,,,,,,,,
TOI-163 b,387.7506560455032,0.058,1669.464006470676,4.339318882449694,1.648,6495.0,1.4352,16.690172308367696,,,,,,,,
TOI-1670 b,13.793752846208886,0.103,1121.9026439583502,2.253424254671276,1.316,6170.0,1.21,2.0602106583465294,,,,,,,,
TOI-1670 c,184.34047582491135,0.249,684.3700180763365,2.253424254671276,1.316,6170.0,1.21,10.87271130901052,,,,,,,,
TOI-1685 b,3.0702224077045583,0.01164,1076.5634963896846,0.03022190935576073,0.492,3434.0,0.495,1.420177858609931,,,,,,,,
TOI-1695 b,5.784477000023082,0.033548,696.6107003035074,0.04378937727592053,0.53,3630.0,0.54,1.905526724259576,,,,,,,,
TOI-1696 Ab,56.79593625846839,0.0235,527.7646494427598,0.00711466165243443,0.2775,3185.0,0.255,3.240516329314373,,,,,,,,
TOI-169 b,251.40226961638777,0.03524,1714.157035563336,1.7804572900104783,1.288,5880.0,1.147,12.172953073799407,,,,,,,,
TOI-1710 Ab,18.40226474183167,0.164,666.5603430309023,0.8664448032288163,0.968,5665.0,0.984,5.150526645866324,,,,,,,,
TOI-1728 b,26.7802215396673,0.0391,767.1871564496057,0.08780302691336844,0.6243,3980.0,0.646,5.049645819287876,,,,,,,,
TOI-172 Ab,1719.4516796771907,0.0913,1223.3536066250008,2.8671194120025874,1.774,5644.0,1.124,10.816666405355827,,,,,,,,
TOI-1736 Ab,12.299959335213913,0.073,1111.405685102592,1.3501857331706317,1.15,5807.0,1.08,3.1799878333673037,,,,,,,,
TOI-1749 Ad,4.29068348902811,0.0707,535.9761654668199,0.0684903225909392,0.55,3985.0,0.58,2.5197788683150155,,,,,,,,
TOI-1751 b,17.099168274793502,0.2115,699.7424745107206,1.7196187042770572,1.17,6116.0,1.15,2.7899153039306377,,,,,,,,
TOI-1759 Ab,6.8015279011260406,0.1176,439.59872051900186,0.08576254512841795,0.6,4036.0,0.61,3.06005173954626,,,,,,,,
TOI-1778 b,8.381135081901574,0.072,1252.0491009363718,2.0587598617427885,1.31,6046.0,1.17,2.7050633197974316,,,,,,,,
TOI-179 Ab,24.091393219876352,0.0476,1019.1081743224718,0.381660092614108,0.798,5083.0,0.807,2.7305077060566627,,,,,,,,
TOI-1807 b,2.571231809350919,0.012,1726.7532519445003,0.21258908413220723,0.68,4757.0,0.75,1.3697374453207067,,,,,,,,
TOI-1811 b,309.56486802321325,0.04393,945.6721562737281,0.2558189085969767,0.773,4673.0,0.819,11.20898073093868,,,,,,,,
TOI-181 b,41.317692857307726,0.05578,881.1593283186542,0.3058074922386116,0.74,4994.0,0.781,6.930512785939386,,,,,,,,
TOI-1820 Ab,731.0053351677519,0.069,1293.764957897296,2.2129682287025894,1.51,5734.0,1.04,12.554058418651323,,,,,,,,
TOI-1824 Ab,18.497613263810074,0.149,578.781867623756,0.41370383120052495,0.8,5180.0,0.85,2.6296268794782147,,,,,,,,
TOI-1828 b,58.51220965407963,0.08587,1209.8719535648647,2.494354034515015,1.562,5809.0,1.04,8.619706182091846,,,,,,,,
TOI-1836 Ab,29.24021340671008,0.1577,983.6979316759337,3.834127989209735,1.611,6369.0,1.29,8.764077853906336,,,,,,,,
TOI-1836 Ac,7.94571016486687,0.03089,2217.90715913114,3.834127989209735,1.611,6369.0,1.29,2.600483529577774,,,,,,,,
TOI-1885 b,516.4075950350276,0.0728,1476.6169931165603,4.180650203377878,1.757,6232.0,1.2,13.660384816794968,,,,,,,,
TOI-1899 b,212.94503241843213,0.1525,369.6087379136404,0.07200209626582957,0.607,3841.0,0.627,11.096890923629294,,,,,,,,
TOI-1937 Ab,638.8350972552962,0.01932,2096.122414089938,1.1965701112781033,1.08,5814.0,1.072,13.977598971480536,,,,,,,,
TOI-1994 b,7024.007785742313,0.0613,2274.6829152783566,16.695871847628176,2.3,7700.0,1.86,13.67495649174519,,,,,,,,
TOI-199 Ab,54.03082912109472,0.48,331.66081341010744,0.4603722271183363,0.82,5255.0,0.936,10.87271130901052,,,,,,,,
TOI-2000 b,10.297640373667463,0.0426,1381.9955242824565,1.0992667272800372,1.113,5607.0,1.074,2.639714962136059,,,,,,,,
TOI-2000 c,75.70672645085153,0.0875,964.7842943160055,1.0992667272800372,1.113,5607.0,1.074,7.9695852996974015,,,,,,,,
TOI-2010 Ab,408.72733088075177,0.5516,401.4239193236746,1.2821335354143255,1.075,5929.0,1.112,11.81426569040937,,,,,,,,
TOI-2015 b,9.1852409505861,0.0293,519.6325909223393,0.010361404871071197,0.333,3194.0,0.342,3.3100120098461923,,,,,,,,
TOI-2019 b,34.611513478160084,0.1203,1042.4912869545728,2.8269118986916912,1.797,5588.0,0.987,5.660535269124034,,,,,,,,
TOI-201 b,133.4879307697634,0.3,652.6350313679612,2.6028707769185235,1.317,6394.0,1.316,11.20898073093868,,,,,,,,
TOI-201 c,4513.163373644382,4.28,182.67690254387497,2.6028707769185235,1.317,6394.0,1.316,11.096890923629294,,,,,,,,
TOI-2025 b,1398.4449890165693,0.089,1219.436260619237,2.611854807015487,1.56,5880.0,1.32,12.554058418651323,,,,,,,,
TOI-2031 Ab,254.26272527573985,0.066,1357.0377143643673,2.453086599385469,1.241,6490.0,1.174,14.201778586099307,,,,,,,,
TOI-2045 b,211.0062791382046,0.093,1271.4544922253526,3.7534144178516144,1.723,6125.85,1.157,12.68408259513021,,,,,,,,
TOI-2093 c,15.796071807755338,0.257,359.4528322458283,0.18310121444656954,0.729,4426.0,0.745,2.2978410498424293,,,,,,,,
TOI-2120 b,6.8015279011260406,0.0377,390.1156536634627,0.005179108018732534,0.245,3131.0,0.21,2.121972142174002,,,,,,,,
TOI-2136 b,4.703860417601187,0.054,404.62152371793786,0.012947149003453326,0.34,3342.0,0.34,2.090474906320064,,,,,,,,
TOI-2141 b,20.086755296783448,0.1322,732.5237931062677,0.8169837566634536,0.95,5635.0,0.896,3.147033430018344,,,,,,,,
TOI-2145 b,1754.4128044026047,0.11,1498.1915927863975,9.875051022061722,2.738,6189.0,1.72,12.307460842570672,,,,,,,,
TOI-2152 Ab,899.4543906629297,0.05064,1804.5094529224864,4.507904618878362,1.612,6630.0,1.516,14.35870431633245,,,,,,,,
TOI-2154 b,292.4021340671008,0.0513,1582.432644570794,2.7214473789785694,1.396,6280.0,1.233,16.286649002053903,,,,,,,,
TOI-2158 b,260.61929340763334,0.074,1194.240987645712,1.8487572469635083,1.41,5673.0,1.12,10.760621501701133,,,,,,,,
TOI-2169 Ab,329.58805763867775,0.0896,1362.644375087356,4.596248161164229,1.82,6270.0,1.42,12.509222495727569,,,,,,,,
TOI-216 b,17.734825087982856,0.1293,586.6529167953104,0.32454611575360376,0.747,5045.0,0.77,7.690481679497029,,,,,,,,
TOI-216 c,167.8133986819883,0.2068,462.3614200585602,0.32454611575360376,0.747,5045.0,0.77,10.099291638575751,,,,,,,,
TOI-2180 b,875.617260168329,0.828,393.10006040577497,2.527737911751589,1.636,5695.0,1.111,11.321070538248067,,,,,,,,
TOI-2193 Ab,298.7587021989943,0.03319,1764.0878683078076,1.7715470724713012,1.248,5966.0,1.082,19.839895893761465,,,,,,,,
TOI-2196 b,26.061929340763335,0.02234,1856.3108807707217,0.9840711896490277,1.043,5634.0,1.032,3.509531866856901,,,,,,,,
TOI-2202 b,310.83618164959194,0.09564,714.8593003300559,0.3963103133901144,0.794,5144.0,0.823,11.20898073093868,,,,,,,,
TOI-2207 b,203.41018022059188,0.0854,1263.8418837759245,3.042763004607585,1.564,6101.0,1.296,11.152935827283986,,,,,,,,
TOI-220 b,13.603055802252081,0.0892,792.4140056409044,0.5207303868703641,0.858,5298.0,0.825,3.0196994089148803,,,,,,,,
TOI-2257 b,5.689128478044679,0.145,250.93043820034427,0.012019538366150344,0.311,3430.0,0.33,2.1940458882739375,,,,,,,,
TOI-2285 b,19.514664164913032,0.1363,314.27803924833455,0.028709517005181394,0.464,3491.0,0.454,1.7396338094416832,,,,,,,,
TOI-2295 b,278.09985577034047,0.199,757.6064270158743,2.041987700193181,1.451,5733.0,1.17,16.47720167447986,,,,,,,,
TOI-2322 b,2.3106125159432858,0.0924,601.9838617911629,0.18618327944059862,0.662,4664.0,0.703,0.9940124112196421,,,,,,,,
TOI-2322 c,18.084436335236994,0.1362,495.82940684870596,0.18618327944059862,0.662,4664.0,0.703,1.874029488405638,,,,,,,,
TOI-2338 b,1900.6138714361555,0.158,748.7882974311049,0.960322751414537,1.05,5581.0,0.99,11.20898073093868,,,,,,,,
TOI-2346 b,394.10722417739674,0.0473,1687.7855973344774,3.014732106296551,1.38,6480.0,1.271,16.118514291089824,,,,,,,,
TOI-2364 b,71.51139148380183,0.04871,1091.2100059356585,0.5586334747631023,0.886,5306.0,0.954,8.608497201360906,,,,,,,,
TOI-2373 b,2955.804181330476,0.112,855.3251007954802,1.1078402231603302,1.1,5651.0,1.04,10.424352079772973,,,,,,,,
TOI-2374 Bb,379.48711747404167,0.04818,878.1564369162209,0.22728843284770262,0.69,4802.0,0.75,7.487599128267039,,,,,,,,
TOI-2379 b,1830.6916219853267,0.05263,623.1430310235505,0.06517248082340807,0.62,3707.0,0.645,11.724593844561861,,,,,,,,
TOI-2382 b,235.19302088005935,0.059,1425.691441251941,2.388160613982131,1.417,6033.0,1.26,12.251415938915978,,,,,,,,
TOI-2384 Ab,624.8506473651306,0.0279,889.7716792702663,0.08101772774267188,0.611,3943.0,0.635,11.489205249212146,,,,,,,,
TOI-238 c,6.706179379147638,0.0749,788.7182185106759,0.3363317800009694,0.75,5080.0,0.788,2.1801467521675733,,,,,,,,
TOI-2406 b,9.0898924286077,0.0228,448.8517985846539,0.0033832963799851454,0.202,3100.0,0.162,2.9401156457252156,,,,,,,,
TOI-2407 b,16.84490554951776,0.033,706.1404904386338,0.04481830927290706,0.567,3530.0,0.548,4.260533575829792,,,,,,,,
TOI-2416 b,953.4852197840244,0.0831,1094.7961803168357,1.5607520071331997,1.236,5808.0,1.118,9.863903043226038,,,,,,,,
TOI-2420 b,295.58041813304754,0.0684,1620.168246973922,5.3450545454584395,2.369,5707.0,1.158,15.020034179457832,,,,,,,,
TOI-2431 b,6.197653928596158,0.0063,2014.1400194139567,0.108466861009469,0.651,4109.0,0.661,1.5359666295605277,,,,,,,,
TOI-2449 b,222.47988461627233,0.45,447.21470235015965,1.3383332079648182,1.065,6021.0,1.079,11.20898073093868,,,,,,,,
TOI-2458 b,13.31065366818498,0.0482,1516.7786810326659,2.034184961049152,1.32,6005.0,1.05,2.830267634562017,,,,,,,,
TOI-2485 b,765.9664598931663,0.109,1152.6136719591402,3.4801201172779814,1.72,6016.4,1.16,12.105699189413777,,,,,,,,
TOI-2497 b,1655.8859983582556,0.1167,1603.1500797548158,14.648372951979468,2.358,7360.0,1.86,11.20898073093868,,,,,,,,
TOI-2498 b,34.62104833035792,0.0491,1443.8744923844097,1.7330505395124907,1.26,5905.0,1.12,6.059574983145451,,,,,,,,
TOI-2524 b,203.41018022059188,0.073,1101.3463593624926,1.301963295303111,1.12,5831.0,1.01,11.20898073093868,,,,,,,,
TOI-2525 b,26.697586153952685,0.1511,562.1566067625855,0.37311913389379553,0.785,5096.0,0.849,8.675751085746539,,,,,,,,
TOI-2525 c,208.81326313270134,0.249,437.67602276300045,0.37311913389379553,0.785,5096.0,0.849,10.132918580768568,,,,,,,,
TOI-2537 b,413.17692857307725,0.3715,342.2392257035078,0.2928396346597015,0.77,4843.0,0.77,11.20898073093868,,,,,,,,
TOI-257 b,42.589006483686425,0.1523,1049.4901337553765,4.536158536135296,1.926,6075.0,1.389,7.016821937567614,,,,,,,,
TOI-2580 Ab,200.2318961546451,0.048,1718.1922460930427,3.3237827069178687,1.64,6091.0,1.37,17.373920132954954,,,,,,,,
TOI-2583 Ab,79.4571016486687,0.0571,1455.792184873664,2.43179571877636,1.477,5936.0,1.215,14.459585142910898,,,,,,,,
TOI-2587 Ab,69.2865926376391,0.0635,1448.0691932257862,2.9441643271565217,1.726,5760.0,1.15,12.072072247220959,,,,,,,,
TOI-2589 b,1112.3994230813619,0.3,528.6772254184033,0.9958261599884346,1.07,5579.0,0.93,12.105699189413777,,,,,,,,
TOI-260 b,9.41089911926832,0.0943,492.54460622614033,0.08690864806996226,0.607,4026.0,0.616,1.6297857982784842,,,,,,,,
TOI-269 b,8.803846862672492,0.0345,590.0403403560446,0.021685213515085323,0.398,3514.0,0.3917,2.769739138614948,,,,,,,,
TOI-270 b,1.4810803747311845,0.0306,575.3955235132504,0.01704141050526494,0.38,3386.0,0.4,1.2469991063169283,,,,,,,,
TOI-270 c,6.197653928596158,0.0472,463.2784528706998,0.01704141050526494,0.38,3386.0,0.4,2.3303470939621516,,,,,,,,
TOI-270 d,4.195334967049707,0.0733,371.7586767123362,0.01704141050526494,0.38,3386.0,0.4,2.1297063388783495,,,,,,,,
TOI-2714 b,227.8829675283818,0.036,1615.1656169182702,1.4448082493565007,1.25,5665.0,1.07,13.719792414668945,,,,,,,,
TOI-2796 b,139.84449890165692,0.04089,1421.142303173348,1.1325094349685485,1.069,5764.0,1.063,17.822279362192504,,,,,,,,
TOI-2803 Ab,309.88269642980794,0.03185,1893.315101518698,2.1645509240488883,1.245,6280.0,1.118,18.11371286119691,,,,,,,,
TOI-2818 b,225.6581686822191,0.0493,1377.3925428251077,1.4527205721501715,1.229,5721.0,0.977,15.277840736269422,,,,,,,,
TOI-2842 b,117.59651044002968,0.0475,1470.6835564496407,1.7527561692168088,1.265,5910.0,1.135,12.845491917655727,,,,,,,,
TOI-2844 b,17162.73395611244,0.0537,1965.4846718773078,6.485488953459587,1.78,6910.0,1.58,8.686960066477477,,,,,,,,
TOI-286 b,4.529054793974116,0.0503,974.5031658588916,0.3789015012720777,0.78,5132.0,0.83,1.420177858609931,,,,,,,,
TOI-286 c,3.718592357157695,0.213,473.56265326835813,0.3789015012720777,0.78,5132.0,0.83,1.8797460685784166,,,,,,,,
TOI-2876 b,54.03082912109472,0.0654,928.633960058035,0.5281911036708807,0.873,5271.0,0.939,9.639723428607265,,,,,,,,
TOI-2886 b,444.95976923254466,0.02871,1978.2773653780775,2.096391796442056,1.241,6240.0,1.229,18.640534955551026,,,,,,,,
TOI-2969 b,368.6809516498227,0.0261,1183.1971654089307,0.2217005831232605,0.7,4738.0,0.71,12.32987880403255,,,,,,,,
TOI-2977 Ab,533.9517230790536,0.03386,1544.821366385119,1.0842871631443096,1.073,5691.0,0.936,13.15934337812201,,,,,,,,
TOI-2981 b,637.8816120355124,0.048,1358.8688523574704,1.3037184773241903,1.08,5940.0,1.03,13.394731973471725,,,,,,,,
TOI-2986 b,96.61983560478113,0.04489,1623.0455181524867,2.322091604678197,1.458,5906.0,1.122,9.292245025948166,,,,,,,,
TOI-2989 b,953.4852197840244,0.0384,1002.2528869325594,0.24707514039387563,0.76,4672.0,0.77,12.554058418651323,,,,,,,,
TOI-2992 b,1058.3685939602672,0.0434,1726.2509290991313,2.777489967364473,1.545,6000.0,1.21,13.753419356861762,,,,,,,,
TOI-3023 b,197.05361208869837,0.0505,1596.276482454887,2.7496192278943963,1.668,5760.0,1.12,16.432365751556105,,,,,,,,
TOI-3071 b,68.20597605521722,0.0249,2163.179079382545,2.24307361320792,1.31,6177.0,1.29,7.16029689092363,,,,,,,,
TOI-3135 b,327.36325879251507,0.04756,1292.5453359517376,1.04839313863263,0.985,5890.0,1.044,13.652538530283312,,,,,,,,
TOI-3160 Ab,378.215803847663,0.0505,1540.9934321776964,2.388049065556142,1.346,6190.0,1.088,13.764628337592699,,,,,,,,
TOI-3235 Ab,211.35589038545874,0.02709,603.5907792652712,0.016168250812320744,0.3697,3388.0,0.3939,11.399533403364638,,,,,,,,
TOI-3261 b,30.289047148472505,0.01714,1719.959974041267,0.4269257353816404,0.849,5068.0,0.86,3.820020633103902,,,,,,,,
TOI-3288 Ab,670.6179379147637,0.0215,1097.75765365154,0.11147055238638368,0.672,4072.0,0.643,11.20898073093868,,,,,,,,
TOI-329 b,40.395990478183165,0.0638,1374.8889091773249,2.2240341330082014,1.61,5560.0,0.98,4.7201017857982785,,,,,,,,
TOI-3321 Ab,176.07693725344984,0.047,1620.0352911899377,2.5229975551866564,1.549,5850.0,1.041,15.580483216004765,,,,,,,,
TOI-332 b,57.20911318704146,0.0159,1872.9939746128816,0.5166508023999903,0.87,5251.0,0.88,3.1945595083175236,,,,,,,,
TOI-3331 Ab,721.4704829699118,0.03144,1488.3187166317202,0.8053899141126667,0.952,5609.0,1.016,12.979999686426991,,,,,,,,
TOI-333 b,20.086755296783448,0.049,1425.8892111146038,1.6481344241611875,1.1,6241.0,1.2,4.260533575829792,,,,,,,,
TOI-3362 b,1271.3136263786992,0.155,1185.7779218157798,5.473654909798484,1.83,6532.0,1.445,13.450776877126417,,,,,,,,
TOI-3364 b,530.7734390131069,0.0675,1261.54973429544,1.9163833547924005,1.419,5706.0,1.186,12.2289979774541,,,,,,,,
TOI-3464 b,397.2855082433435,0.0515,1690.5632145958036,3.597472277351914,1.56,6370.0,1.363,13.764628337592699,,,,,,,,
TOI-3474 b,193.8753280227516,0.0502,1452.0205077600624,1.8601834393682584,1.256,6020.0,1.121,14.672555776798733,,,,,,,,
TOI-3486 b,99.16246285753853,0.03138,1191.288244460321,0.32932950540745837,0.788,4930.0,0.837,10.570068829275176,,,,,,,,
TOI-3523 Ab,435.4249170347045,0.03559,1983.8704079149259,3.2581157711167017,1.448,6450.0,1.131,15.97279754158762,,,,,,,,
TOI-3540 Ab,375.03751978171624,0.04289,1499.0999528314755,1.5427366359700068,1.228,5810.0,1.081,23.53885953497123,,,,,,,,
TOI-3568 b,26.37975774735801,0.0485,922.7040196506786,0.2829595118511144,0.719,4969.0,0.78,5.301847885733996,,,,,,,,
TOI-3577 b,17099.1682747935,0.0623,1514.272005665659,3.3887629397449555,1.753,5920.0,1.11,11.20898073093868,,,,,,,,
TOI-3593 b,565.7345637385212,0.0481,1170.7843787203556,0.7178733394933283,0.918,5550.0,1.015,11.029637039243662,,,,,,,,
TOI-3629 b,82.63538571461545,0.043,697.3030217240351,0.07249981371582298,0.6,3870.0,0.63,8.294645740894623,,,,,,,,
TOI-3682 Ab,69.2865926376391,0.048,1653.3537710748594,2.858926395874008,1.735,5703.0,1.32,12.800655994731972,,,,,,,,
TOI-3688 Ab,311.4718384627813,0.0456,1533.110063249232,1.9075694617897696,1.302,5950.0,1.2,13.080880513005441,,,,,,,,
TOI-3714 Ab,218.9837721437309,0.0263,777.2674432385751,0.04190397515704644,0.51,3660.0,0.53,11.141726846553048,,,,,,,,
TOI-3757 b,85.30514433001072,0.03845,759.5658061228039,0.08091206784272559,0.62,3913.0,0.64,11.993609382104388,,,,,,,,
TOI-375 b,236.78216291303272,0.099,1374.0828001044429,5.780022143815046,2.9,5260.0,1.44,10.771830482432073,,,,,,,,
TOI-3785 b,14.950648246213502,0.043,588.9012269404241,0.036704607051148884,0.5,3576.0,0.52,5.140438563208479,,,,,,,,
TOI-3807 b,330.5415428584618,0.0421,1643.5450023597823,2.147572977495526,1.468,5772.0,1.181,22.41796146187736,,,,,,,,
TOI-3819 b,352.78953132008905,0.04611,1631.6890627349976,2.502633149088998,1.538,5859.0,1.242,13.136925416660134,,,,,,,,
TOI-3856 b,171.6273395611244,0.0325,1544.5738875794302,0.9982948120846415,1.055,5622.0,1.096,13.59649362662862,,,,,,,,
TOI-3862 b,53.71300071450004,0.0254,1538.1827684845825,0.5996110986455826,0.92,5300.0,0.9,5.5305110926451455,,,,,,,,
TOI-3877 b,99.79811967072789,0.0529,1444.3411803305237,2.022310598225233,1.445,5731.0,1.16,11.679757921638105,,,,,,,,
TOI-3884 b,16.495294302263623,0.0354,468.4488833823271,0.009494106888481397,0.3043,3269.0,0.2813,6.309535253445383,,,,,,,,
TOI-3912 b,129.03833307743798,0.0463,1513.6933778397781,1.8688350230182016,1.392,5725.0,1.088,14.280241451215879,,,,,,,,
TOI-396 Ab,3.550143301662517,0.0489,1566.015561746333,2.27813809580659,1.31,6201.0,1.145,1.9951985701070851,,,,,,,,
TOI-396 Ac,0.8899195384650894,0.0687,1311.7416578332038,2.27813809580659,1.31,6201.0,1.145,1.9795059970837712,,,,,,,,
TOI-396 Ad,7.087573467061248,0.1046,1069.0475596446558,2.27813809580659,1.31,6201.0,1.145,2.0176165315689625,,,,,,,,
TOI-3976 Ab,55.61997115406808,0.0743,1294.9921824188111,2.578122521999028,1.501,5975.0,1.254,12.273833900377856,,,,,,,,
TOI-3980 b,187.51875989085812,0.0494,1615.633840241144,2.76110549835458,1.626,5840.0,1.24,14.459585142910898,,,,,,,,
TOI-3984 Ab,43.860320110065125,0.041,567.6190920515505,0.028953783109591635,0.47,3476.0,0.49,7.9583763189664625,,,,,,,,
TOI-4010 b,11.123994230813619,0.0229,1481.8837943528406,0.41974871708433203,0.83,5104.0,0.88,3.0196994089148803,,,,,,,,
TOI-4010 c,20.309235181399718,0.058,931.1462382018422,0.41974871708433203,0.83,5104.0,0.88,5.929550806666563,,,,,,,,
TOI-4010 d,38.148943643558816,0.113,667.4372592524948,0.41974871708433203,0.83,5104.0,0.88,6.179511076966495,,,,,,,,
TOI-402 Ac,6.788814764862254,0.1235,645.6325849401964,0.43804881528779854,0.839,5131.0,0.851,2.526055897524341,,,,,,,,
TOI-4087 b,232.01473681411258,0.04469,1457.6496016730061,1.4972371725493236,1.112,6060.0,1.178,13.047253570812623,,,,,,,,
TOI-4145 Ab,136.66621483571015,0.04823,1074.7004142218225,0.5152779133523118,0.859,5281.0,0.905,13.305060127624214,,,,,,,,
TOI-4201 b,822.8577446736131,0.03939,750.3800789806761,0.08149260053219966,0.62,3920.0,0.63,12.699775168153526,,,,,,,,
TOI-4214 b,165.2707714292309,0.05018,1642.0333646017896,3.0398108573168434,1.434,6370.0,1.382,10.682158636584562,,,,,,,,
TOI-421 Ab,6.706179379147638,0.0554,1020.3105870864166,0.5476527695489322,0.871,5325.0,0.852,2.639714962136059,,,,,,,,
TOI-421 Ac,14.11158125280356,0.117,703.8255996845317,0.5476527695489322,0.871,5325.0,0.852,5.089998149919255,,,,,,,,
TOI-431 b,3.0702224077045583,0.0113,1881.0247207626087,0.26545581184949246,0.731,4850.0,0.78,1.2800655994731973,,,,,,,,
TOI-431 d,9.884463445094386,0.098,638.7349598960701,0.26545581184949246,0.731,4850.0,0.78,3.2898358445305025,,,,,,,,
TOI-4377 b,304.16178511110377,0.0579,1870.601037479335,6.80924531258548,3.52,4974.0,1.36,15.132123986767219,,,,,,,,
TOI-4379 b,353.74301653987305,0.0477,1868.4507783139306,4.604159659719181,1.976,6020.0,1.372,16.690172308367696,,,,,,,,
TOI-4438 b,5.403082912109472,0.0534,436.6050268336986,0.017037129731869396,0.372,3422.0,0.368,2.5197788683150155,,,,,,,,
TOI-4463 Ab,252.3557548361718,0.04035,1395.2527611817284,1.024603840166895,1.062,5640.0,1.056,13.26022420470046,,,,,,,,
TOI-4465 b,1872.0093148426345,0.416,420.5597935460573,0.8727154043064792,1.014,5545.0,0.93,14.01122591367335,,,,,,,,
TOI-4487 Ab,397.2855082433435,0.05448,1638.9003414590982,3.555835973085252,1.634,6206.0,1.378,14.6053018924131,,,,,,,,
TOI-4495 b,7.69144743959113,0.03957,1723.6257989138949,2.287895708296834,1.309,6210.0,1.247,2.4830134115175366,,,,,,,,
TOI-4495 c,23.201473681411258,0.06323,1362.579515673765,2.287895708296834,1.309,6210.0,1.247,4.029628572772456,,,,,,,,
TOI-4504 b,9.852680604434918,0.0339,1335.151755923596,0.606428020423596,0.92,5315.0,0.89,2.690155375425283,,,,,,,,
TOI-4504 c,1197.2596076421398,0.3546,412.8203661673851,0.606428020423596,0.92,5315.0,0.89,10.760621501701133,,,,,,,,
TOI-4507 b,29.87587021989943,0.449,457.499101915989,1.4647633206770945,1.039,6235.0,1.15,8.219545569997335,,,,,,,,
TOI-4515 b,635.6568131893496,0.118,728.5978709971533,0.5785571331440882,0.86,5433.0,0.95,12.217788996723163,,,,,,,,
TOI-4551 b,473.56432582606544,0.0994,1412.6718526260668,6.501489604818456,3.55,4896.0,1.31,11.881519574795002,,,,,,,,
TOI-4603 b,4096.808161005358,0.0888,1675.5268884238928,9.759974935043676,2.722,6189.0,1.752,11.679757921638105,,,,,,,,
TOI-4641 b,1229.9959335213914,0.173,988.9763765985558,4.741337277921074,1.72,6500.0,1.42,8.182555933585236,,,,,,,,
TOI-4666 b,222.47988461627233,0.0333,766.6055459753221,0.06359656116249164,0.585,3793.0,0.576,12.441968611341936,,,,,,,,
TOI-469 b,5.91160836266095,0.107,778.7929647770121,0.6993796197005566,1.0,5283.0,0.91,3.4803885169564603,,,,,,,,
TOI-4734 b,61.65871087936691,0.074,1466.2636930482468,4.203093987726826,1.857,6070.0,1.391,10.917547231934275,,,,,,,,
TOI-4773 b,1687.668839017723,0.0322,2255.0326104048454,4.451368132190974,1.55,6740.0,1.452,15.244213794076607,,,,,,,,
TOI-4776 Ab,10170.509011029593,0.0962,1032.2456143101065,1.7446049607857634,1.22,6011.0,1.06,11.433160345557454,,,,,,,,
TOI-4791 b,734.1836192336988,0.0555,1471.8771792216849,2.4006541172101006,1.409,6058.0,1.242,12.441968611341936,,,,,,,,
TOI-4794 b,308.2935543968345,0.0492,1673.3443082028907,3.151583276948701,1.451,6390.0,1.25,14.35870431633245,,,,,,,,
TOI-481 b,486.27746208985246,0.097,1147.4157508331243,2.6763345144832322,1.66,5735.0,1.14,11.096890923629294,,,,,,,,
TOI-4860 b,212.94503241843213,0.0185,709.1805334846532,0.014359780800863253,0.348,3390.0,0.335,8.473989432589642,,,,,,,,
TOI-4914 b,226.92948230859778,0.098,914.9841974847475,1.0195286303787605,1.0,5805.0,1.03,12.870151675263795,,,,,,,,
TOI-4940 b,88.99195384650895,0.165,704.6275318201749,1.114457882232543,1.163,5504.0,1.012,6.602089650522882,,,,,,,,
TOI-4961 b,572.0911318704146,0.0726,923.3648429047832,0.6256181060229177,0.912,5380.0,0.912,12.341087784763488,,,,,,,,
TOI-4994 b,88.99195384650895,0.1515,727.3749272635389,1.0111413362147232,1.055,5640.0,1.0,8.541243316975274,,,,,,,,
TOI-5005 b,32.704543038592035,0.06614,1039.5251127944962,0.8482535024452463,0.93,5749.0,0.97,6.250127655571408,,,,,,,,
TOI-5081 b,16622.42566490149,0.0645,1456.5512964557,3.0820909951981252,1.484,6283.43,1.23,9.796649158840406,,,,,,,,
TOI-5108 b,32.10066906606215,0.073,1177.3167709260051,1.7001074919816233,1.29,5808.0,1.1,6.602089650522882,,,,,,,,
TOI-5110 b,921.7023791245568,0.2157,1086.1248923917963,7.17206973179468,2.36,6154.0,1.46,11.982400401373448,,,,,,,,
TOI-5153 b,1036.1206054986396,0.158,905.213110496509,2.7720994010125035,1.4,6300.0,1.24,11.881519574795002,,,,,,,,
TOI-5181 Ab,330.5415428584618,0.0522,1582.0360875770264,2.834417940017267,1.53,6060.0,1.25,13.349896050547969,,,,,,,,
TOI-5205 b,343.2546791222488,0.0195,745.4491054927715,0.019494480967802395,0.394,3439.0,0.392,10.53644188708236,,,,,,,,
TOI-5210 b,81.9997289014261,0.0557,1285.7087412189453,1.407790775540052,1.209,5723.0,1.105,10.726994559508316,,,,,,,,
